id|BIK|namebanka|korschet
2390|"048209755"|"ﾝﾋﾜﾁﾈﾍ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810200000000755"
2391|"048209756"|"ﾕﾀﾑﾀﾂﾞﾐﾒﾎﾂﾑﾊﾈﾉ"" ﾎﾎﾎ, ﾃ. ﾕﾀﾑﾀﾂﾞﾐﾒ"""|"30101810500000000756"
2392|"048209762"|"ﾃﾎﾐﾛ ﾄﾀﾃﾅﾑﾒﾀﾍﾀ"" ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810400000000762"
2393|"048209763"|"ﾌﾅﾑﾅﾄ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810700000000763"
2394|"048209766"|"ﾓﾌﾓﾒ"", ﾃ. ﾕﾀﾑﾀﾂﾞﾐﾒ"""|"30101810600000000766"
2395|"048209769"|"ﾄﾀﾃﾅﾑﾒﾀﾍ""ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810500000000769"
2396|"044599771"|"ﾑﾒﾎﾋﾈﾗﾍﾛﾉ ﾊﾀﾏﾈﾒﾀﾋ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000771"
2397|"048209774"|"ﾞﾍﾈﾎﾍ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810100000000774"
2398|"048209775"|"ﾈﾇﾁﾅﾐﾁﾀﾘ"", ﾃ. ﾈﾇﾁﾅﾐﾁﾀﾘ"""|"30101810400000000775"
2399|"048209781"|"ﾄﾀﾃﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810300000000781"
2400|"048209782"|"ﾌﾃﾁ"" ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810600000000782"
2401|"048209789"|"ﾓﾇﾄﾀﾍ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810700000000789"
2402|"044585444"|"ﾒﾎﾐﾃﾎﾂﾎ-ﾈﾍﾂﾅﾑﾒﾈﾖﾈﾎﾍﾍﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000444"
2403|"048209795"|"ﾄﾀﾃﾄﾎﾐﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810600000000795"
2404|"048209796"|"ﾄﾀﾃﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810900000000796"
2405|"048209797"|"ﾀﾋﾆﾀﾍ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810200000000797"
2406|"048209798"|"ﾈﾍﾔﾎﾐﾌﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ""ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810500000000798"
2407|"048209835"|"ﾁﾀﾐﾀﾊﾀﾒ""ﾊﾁ""ﾐﾓﾑﾑﾊﾈﾉ ﾁﾀﾍﾊ ﾄﾅﾋ.ﾑﾎﾒﾐﾓﾄ."", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810900000000835"
2408|"048209857"|"ﾌﾅﾒﾐﾀﾊﾎﾌﾁﾀﾍﾊ"" ﾂ ﾃ.ﾌﾀﾕﾀﾗﾊﾀﾋﾅ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810700000000857"
2409|"048209871"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810100000000871"
2410|"048209874"|"ﾀﾑﾁ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾌﾀﾕﾀﾗﾊﾀﾋﾅ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810000000000874"
2411|"048209882"|"ﾂﾎﾇﾐﾎﾆﾄﾅﾍﾈﾅ""(ﾎﾀﾎ), ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810500000000882"
2412|"048209893"|"ﾄﾀﾃﾐﾓﾑ"" ﾎﾀﾎ ""ﾋﾅﾑﾏﾐﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810900000000893"
2413|"048209909"|"ﾌﾈﾃﾐﾎﾑ"" ﾎﾀﾎ, ﾃ. ﾊﾈﾇﾈﾋﾞﾐﾒ"""|"30101810700000000909"
2414|"048209912"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ""(ﾇﾀﾎ) ﾂ ﾃ.ﾌﾀﾕﾀﾗﾊﾀﾋﾅ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810700000000912"
2415|"048209916"|"ﾐﾓﾁﾈﾍ""ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810900000000916"
2416|"048209918"|"ﾈﾐﾄﾀﾃﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810500000000918"
2417|"044583958"|"ﾎﾄﾈﾍﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾎﾄﾈﾍﾖﾎﾂﾎ"""|"30101810900000000958"
2418|"048209941"|"ﾊﾀﾇﾄﾀﾃ-ﾈﾍﾒﾅﾐﾍﾅﾘﾍﾋ""ﾎﾎﾎ, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810700000000941"
2419|"048209943"|"ﾌﾃﾌﾁ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810300000000943"
2420|"048258715"|"ﾊﾎﾍﾒﾈﾍﾅﾍﾒﾀﾋﾜ""ﾎﾎﾎ, ﾃ. ﾞﾆﾍﾎ-ﾑﾓﾕﾎﾊﾓﾌﾑﾊ"""|"30101810400000000715"
2421|"048210000"|"ﾐﾊﾖ ﾕﾅﾁﾄﾀ, ﾑ. ﾕﾅﾁﾄﾀ"|
2422|"048210843"|"ﾃﾎﾐﾛ ﾄﾀﾃﾅﾑﾒﾀﾍﾀ""  ﾕﾀﾇﾈﾍﾀ, ﾑ. ﾕﾅﾁﾄﾀ"""|"30101810600000000843"
2423|"048211000"|"ﾐﾊﾖ ﾂﾀﾗﾈ, ﾑ. ﾂﾀﾗﾈ"|
2424|"048212000"|"ﾐﾊﾖ ﾊﾓﾌﾓﾕ, ﾑ. ﾊﾓﾌﾓﾕ"|
2425|"048214000"|"ﾐﾊﾖ ﾋﾅﾂﾀﾘﾈ, ﾑ. ﾋﾅﾂﾀﾘﾈ"|
2426|"048214817"|"ﾄﾅﾊﾊﾀﾐﾀ"" ﾎﾀﾎ ﾀﾊﾁ ""ﾝﾋﾜﾁﾈﾍ"", ﾑ. ﾋﾅﾂﾀﾘﾈ"""|"30101810100000000817"
2427|"048268813"|"ﾃﾎﾐﾛ ﾄﾀﾃﾅﾑﾒﾀﾍﾀ""  ﾊﾀﾉﾒﾀﾃﾑﾊﾈﾉ, ﾑ. ﾌﾀﾄﾆﾀﾋﾈﾑ"""|"30101810000000000813"
2428|"048221940"|"ﾄﾀﾂﾋﾀ"" ﾎﾎﾎ ﾊﾁ ""ﾀﾋﾆﾀﾍ"", ﾑ. ﾓﾐﾊﾀﾐﾀﾕ"""|"30101810800000000940"
2429|"048219000"|"ﾐﾊﾖ ﾊﾀﾑﾓﾌﾊﾅﾍﾒ, ﾑ. ﾊﾀﾑﾓﾌﾊﾅﾍﾒ"|
2430|"048219873"|"ﾝﾌﾈﾐ"" ﾎﾀﾎ ﾀﾊﾁ ""ﾝﾋﾜﾁﾈﾍ"", ﾑ. ﾊﾀﾑﾓﾌﾊﾅﾍﾒ"""|"30101810000000000873"
2431|"048220000"|"ﾐﾊﾖ ﾓﾍﾖﾓﾊﾓﾋﾜ, ﾑ. ﾓﾍﾖﾓﾊﾓﾋﾜ"|
2432|"048220737"|"ﾗﾈﾐﾊﾅﾉﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ"", ﾏ. ﾘﾀﾌﾈﾋﾜﾊﾀﾋﾀ"""|"30101810100000000737"
2433|"048221000"|"ﾐﾊﾖ ﾓﾐﾊﾀﾐﾀﾕ, ﾑ. ﾓﾐﾊﾀﾐﾀﾕ"|
2434|"048225000"|"ﾐﾊﾖ ﾕﾓﾍﾇﾀﾕ, ﾑ. ﾕﾓﾍﾇﾀﾕ"|
2435|"048209748"|"ﾊﾐﾅﾄﾎ-ﾔﾈﾍﾀﾍﾑ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810000000000748"
2436|"048235878"|"ﾝﾋﾜﾁﾈﾍ"" ﾂ ﾑﾅﾋ.ﾑﾅﾐﾃﾎﾊﾀﾋﾀ, ﾑ. ﾑﾅﾐﾃﾎﾊﾀﾋﾀ"""|"30101810500000000878"
2437|"048230000"|"ﾐﾊﾖ ﾌﾀﾃﾀﾐﾀﾌﾊﾅﾍﾒ, ﾑ. ﾌﾀﾃﾀﾐﾀﾌﾊﾅﾍﾒ"|
2438|"048230716"|"ﾌﾀﾃﾀﾐﾀﾌﾊﾅﾍﾒﾑﾊﾈﾉ"" ﾎﾎﾎ, ﾑ. ﾌﾀﾃﾀﾐﾀﾌﾊﾅﾍﾒ"""|"30101810900000000716"
2439|"048233000"|"ﾐﾊﾖ ﾄﾛﾋﾛﾌ, ﾑ. ﾄﾛﾋﾛﾌ"|
2440|"048235000"|"ﾐﾊﾖ ﾊﾀﾐﾀﾁﾓﾄﾀﾕﾊﾅﾍﾒ, ﾑ. ﾊﾀﾐﾀﾁﾓﾄﾀﾕﾊﾅﾍﾒ"|
2441|"048235722"|"ﾊﾀﾐﾀﾁﾓﾄﾀﾕﾊﾅﾍﾒﾑﾊﾈﾉ""ﾎﾎﾎ, ﾑ. ﾊﾀﾐﾀﾁﾓﾄﾀﾕﾊﾅﾍﾒ"""|"30101810300000000722"
2442|"048239000"|"ﾐﾊﾖ ﾕﾓﾗﾍﾈ, ﾑ. ﾕﾓﾗﾍﾈ"|
2443|"048240000"|"ﾐﾊﾖ ﾒﾋﾟﾐﾀﾒﾀ, ﾑ. ﾒﾋﾟﾐﾀﾒﾀ"|
2444|"048241000"|"ﾐﾊﾖ ﾒﾏﾈﾃ, ﾑ. ﾒﾏﾈﾃ"|
2445|"048209928"|"ﾀﾍﾒﾀﾐﾅﾑ"", ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810600000000928"
2446|"048246000"|"ﾐﾊﾖ ﾊﾈﾇﾋﾟﾐ, ﾃ. ﾊﾈﾇﾋﾟﾐ"|
2447|"048209719"|"ﾊﾐﾅﾄﾈﾒﾈﾍﾂﾅﾑﾒ"", ﾃ. ﾊﾈﾇﾈﾋﾞﾐﾒ"""|"30101810000000000719"
2448|"048258000"|"ﾐﾊﾖ ﾒﾀﾐﾓﾌﾎﾂﾊﾀ, ﾑ. ﾒﾀﾐﾓﾌﾎﾂﾊﾀ"|
2449|"048259000"|"ﾐﾊﾖ ﾒﾅﾐﾅﾊﾋﾈ-ﾌﾅﾊﾒﾅﾁ, ﾑ. ﾒﾅﾐﾅﾊﾋﾈ-ﾌﾅﾊﾒﾅﾁ"|
2450|"048259846"|"ﾃﾎﾐﾛ ﾄﾀﾃﾅﾑﾒﾀﾍﾀ""  ﾁﾀﾐﾋﾛﾊ, ﾑ. ﾒﾅﾐﾅﾊﾋﾈ-ﾌﾅﾊﾒﾅﾁ"""|"30101810800000000846"
2451|"048268000"|"ﾐﾊﾖ ﾄﾅﾐﾁﾅﾍﾒ, ﾃ. ﾄﾅﾐﾁﾅﾍﾒ"|
2452|"048268701"|"ﾄﾅﾐﾁﾅﾍﾒ-ﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾄﾅﾐﾁﾅﾍﾒ"""|"30101810400000000701"
2453|"048268867"|"ﾓﾇﾄﾀﾍ"", ﾃ. ﾄﾅﾐﾁﾅﾍﾒ"""|"30101810700000000867"
2454|"048268868"|"ﾝﾋﾜﾁﾈﾍ-ﾑﾀﾋﾀﾌ"" ﾎﾀﾎ ﾀﾊﾁ ""ﾝﾋﾜﾁﾈﾍ"", ﾃ. ﾄﾅﾐﾁﾅﾍﾒ"""|"30101810000000000868"
2455|"048338000"|"ﾐﾊﾖ ﾌﾀﾉﾑﾊﾈﾉ, ﾃ. ﾌﾀﾉﾑﾊﾈﾉ"|
2456|"048338736"|"ﾁﾀﾍﾊ ﾌﾀﾉﾑﾊﾈﾉ"", ﾃ. ﾌﾀﾉﾑﾊﾈﾉ"""|"30101810300000000736"
2457|"048327001"|"ﾃﾐﾊﾖ ﾍﾁ ﾊﾀﾁﾀﾐﾄ.-ﾁﾀﾋﾊﾀﾐﾑﾊ. ﾐﾅﾑﾏ. ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"|
2458|"048327707"|"ﾊﾁﾐﾐ"", ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810100000000707"
2459|"048327721"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810500000000721"
2460|"048327723"|"ﾅﾂﾐﾎﾑﾒﾀﾍﾄﾀﾐﾒ"" (ﾇﾀﾎ), ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810100000000723"
2461|"048327749"|"ﾁﾓﾌ-ﾁﾀﾍﾊ"",ﾎﾎﾎ, ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810100000000749"
2462|"048327741"|"ﾍﾀﾋﾜﾗﾈﾊ"" ﾎﾎﾎ, ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810700000000741"
2463|"048332000"|"ﾐﾊﾖ ﾁﾀﾊﾑﾀﾍ, ﾃ. ﾁﾀﾊﾑﾀﾍ"|
2464|"048337000"|"ﾐﾊﾖ ﾒﾅﾐﾅﾊ, ﾃ. ﾒﾅﾐﾅﾊ"|
2465|"048341000"|"ﾐﾊﾖ ﾏﾐﾎﾕﾋﾀﾄﾍﾛﾉ, ﾃ. ﾏﾐﾎﾕﾋﾀﾄﾍﾛﾉ"|
2466|"048341752"|"ﾏﾐﾎﾕﾋﾀﾄﾍﾛﾉ"" ﾎﾎﾎ, ﾃ. ﾏﾐﾎﾕﾋﾀﾄﾍﾛﾉ"""|"30101810300000000752"
2467|"048346000"|"ﾐﾊﾖ ﾗﾅﾃﾅﾌ, ﾃ. ﾗﾅﾃﾅﾌ"|
2468|"048400000"|"ﾐﾊﾖ ﾓﾋﾀﾃﾀﾍ, ﾑ. ﾓﾋﾀﾃﾀﾍ"|
2469|"048401000"|"ﾐﾊﾖ ﾓﾑﾒﾜ-ﾊﾀﾍ, ﾑ. ﾓﾑﾒﾜ-ﾊﾀﾍ"|
2470|"048402000"|"ﾐﾊﾖ ﾓﾑﾒﾜ-ﾊﾎﾊﾑﾀ, ﾑ. ﾓﾑﾒﾜ-ﾊﾎﾊﾑﾀ"|
2471|"048403000"|"ﾐﾊﾖ ﾗﾎﾟ, ﾑ. ﾗﾎﾟ"|
2472|"048405713"|"ﾝﾋ ﾁﾀﾍﾊ"", ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"""|"30101810600000000713"
2473|"048404000"|"ﾐﾊﾖ ﾘﾅﾁﾀﾋﾈﾍﾎ, ﾑ. ﾘﾅﾁﾀﾋﾈﾍﾎ"|
2474|"048405001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾀﾋﾒﾀﾉ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"|
2475|"048405718"|"ﾍﾎﾎﾑﾔﾅﾐﾀ"" (ﾇﾀﾎ), ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"""|"30101810100000000718"
2476|"048405731"|"ﾀﾋﾒﾀﾉﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ"", ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"""|"30101810200000000731"
2477|"048405786"|"ﾑﾈﾁﾈﾐﾑﾊﾈﾉ ﾝﾍﾅﾐﾃﾅﾒﾈﾗﾅﾑﾊﾈﾉ ﾁﾀﾍﾊ"" (ﾇﾀﾎ), ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"""|"30101810200000000786"
2478|"048407000"|"ﾐﾊﾖ ﾊﾎﾘ-ﾀﾃﾀﾗ, ﾑ. ﾊﾎﾘ-ﾀﾃﾀﾗ"|
2479|"048408000"|"ﾐﾊﾖ ﾎﾍﾃﾓﾄﾀﾉ, ﾑ. ﾎﾍﾃﾓﾄﾀﾉ"|
2480|"048409000"|"ﾐﾊﾖ ﾒﾓﾐﾀﾗﾀﾊ, ﾑ. ﾒﾓﾐﾀﾗﾀﾊ"|
2481|"048415000"|"ﾐﾊﾖ ﾌﾀﾉﾌﾀ, ﾑ. ﾌﾀﾉﾌﾀ"|
2482|"048405712"|"ﾌﾀﾉﾌﾀ"", ﾃ. ﾃﾎﾐﾍﾎ-ﾀﾋﾒﾀﾉﾑﾊ"""|"30101810300000000712"
2483|"048580001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾊﾀﾋﾌﾛﾊﾈﾟ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾝﾋﾈﾑﾒﾀ"|
2484|"048580724"|"ﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊ"", ﾃ. ﾝﾋﾈﾑﾒﾀ"""|"30101810900000000724"
2485|"048580744"|"ﾀﾏﾀﾁﾀﾍﾊ"" ﾝﾋﾈﾑﾒﾈﾍﾑﾊﾈﾉ, ﾃ. ﾝﾋﾈﾑﾒﾀ"""|"30101810100000000744"
2486|"048580746"|"ﾍﾀﾖﾈﾎﾍﾀﾋﾜﾍﾛﾉ ﾊﾋﾈﾐﾈﾍﾃﾎﾂﾛﾉ ﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾝﾋﾈﾑﾒﾀ"""|"30101810700000000746"
2487|"048580750"|"ﾕﾀﾋﾜﾌﾃ ﾒﾅﾃ"", ﾃ. ﾝﾋﾈﾑﾒﾀ"""|"30101810000000000750"
2488|"048601000"|"ﾐﾊﾖ ﾌﾅﾄﾂﾅﾆﾜﾅﾃﾎﾐﾑﾊ, ﾃ. ﾌﾅﾄﾂﾅﾆﾜﾅﾃﾎﾐﾑﾊ"|
2489|"048602001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾊﾀﾐﾅﾋﾈﾟ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"|
2490|"048602673"|"ﾊﾀﾐﾅﾋﾜﾑﾊﾎﾅ ﾎﾑﾁ N8628, ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"|"30101810600000000673"
2491|"048602721"|"ﾂﾎﾇﾐﾎﾆﾄﾅﾍﾈﾅ""(ﾎﾀﾎ), ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"""|"30101810400000000721"
2492|"048602740"|"ﾂﾈﾊﾈﾍﾃ"" ﾃ.ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ, ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"""|"30101810300000000740"
2493|"048602746"|"ﾎﾍﾅﾃﾎ"", ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"""|"30101810100000000746"
2494|"048602752"|"ﾁﾀﾋﾒﾈﾉﾑﾊﾈﾉ ﾁﾀﾍﾊ"", ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"""|"30101810000000000752"
2495|"048603000"|"ﾐﾊﾖ ﾏﾈﾒﾊﾟﾐﾀﾍﾒﾀ, ﾃ. ﾏﾈﾒﾊﾟﾐﾀﾍﾒﾀ"|
2496|"048604000"|"ﾐﾊﾖ ﾏﾐﾟﾆﾀ, ﾏﾃﾒ. ﾏﾐﾟﾆﾀ"|
2497|"048605000"|"ﾐﾊﾖ ﾏﾓﾄﾎﾆ, ﾃ. ﾏﾓﾄﾎﾆ"|
2498|"048606000"|"ﾐﾊﾖ ﾑﾎﾐﾒﾀﾂﾀﾋﾀ, ﾃ. ﾑﾎﾐﾒﾀﾂﾀﾋﾀ"|
2499|"048608000"|"ﾐﾊﾖ ﾑﾓﾎﾟﾐﾂﾈ, ﾃ. ﾑﾓﾎﾟﾐﾂﾈ"|
2500|"048616000"|"ﾐﾊﾖ ﾑﾅﾃﾅﾆﾀ, ﾃ. ﾑﾅﾃﾅﾆﾀ"|
2501|"048617000"|"ﾐﾊﾖ ﾁﾅﾋﾎﾌﾎﾐﾑﾊ, ﾃ. ﾁﾅﾋﾎﾌﾎﾐﾑﾊ"|
2502|"048623000"|"ﾐﾊﾖ ﾌﾓﾅﾇﾅﾐﾑﾊﾈﾉ, ﾏﾃﾒ. ﾌﾓﾅﾇﾅﾐﾑﾊﾈﾉ"|
2503|"048624000"|"ﾐﾊﾖ ﾊﾅﾌﾜ, ﾃ. ﾊﾅﾌﾜ"|
2504|"048631000"|"ﾐﾊﾖ ﾎﾋﾎﾍﾅﾖ, ﾃ. ﾎﾋﾎﾍﾅﾖ"|
2505|"048642000"|"ﾐﾊﾖ ﾊﾎﾍﾄﾎﾏﾎﾃﾀ, ﾃ. ﾊﾎﾍﾄﾎﾏﾎﾃﾀ"|
2506|"048668000"|"ﾐﾊﾖ ﾊﾎﾑﾒﾎﾌﾓﾊﾘﾀ, ﾃ. ﾊﾎﾑﾒﾎﾌﾓﾊﾘﾀ"|
2507|"048671000"|"ﾐﾊﾖ ﾋﾎﾓﾕﾈ, ﾏﾃﾒ. ﾋﾎﾓﾕﾈ"|
2508|"048672002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾋﾅﾑﾍﾎﾅ, ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"|
2509|"048701000"|"ﾐﾊﾖ ﾓﾑﾒﾜ-ﾊﾓﾋﾎﾌ, ﾑ. ﾓﾑﾒﾜ-ﾊﾓﾋﾎﾌ"|
2510|"048702001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾊﾎﾌﾈ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"|
2511|"048702640"|"ﾊﾎﾌﾈ ﾎﾑﾁ N 8617, ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"|"30101810400000000640"
2512|"048702748"|"ﾊﾎﾌﾈﾑﾎﾖﾁﾀﾍﾊ"", ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"""|"30101810700000000748"
2513|"048702752"|"ﾁﾀﾍﾊ ﾑﾁﾅﾐﾅﾆﾅﾍﾈﾉ ﾈ ﾐﾀﾇﾂﾈﾒﾈﾟ"", ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"""|"30101810000000000752"
2514|"048702780"|"ﾌﾁﾐﾐ"" (ﾎﾀﾎ), ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"""|"30101810700000000780"
2515|"048702781"|"ﾑﾅﾂﾅﾐﾍﾛﾉ ﾍﾀﾐﾎﾄﾍﾛﾉ ﾁﾀﾍﾊ"" (ﾎﾀﾎ), ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"""|"30101810000000000781"
2516|"048702791"|"ﾌﾏﾈ-ﾁﾀﾍﾊ"" (ﾇﾀﾎ), ﾃ. ﾑﾛﾊﾒﾛﾂﾊﾀﾐ"""|"30101810100000000791"
2517|"048703000"|"ﾐﾊﾖ ﾓﾑﾒﾜ-ﾖﾈﾋﾜﾌﾀ, ﾑ. ﾓﾑﾒﾜ-ﾖﾈﾋﾜﾌﾀ"|
2518|"048704000"|"ﾐﾊﾖ ﾂﾈﾇﾈﾍﾃﾀ, ﾑ. ﾂﾈﾇﾈﾍﾃﾀ"|
2519|"048706000"|"ﾐﾊﾖ ﾅﾌﾂﾀ, ﾃ. ﾅﾌﾂﾀ"|
2520|"048707000"|"ﾐﾊﾖ ﾈﾆﾌﾀ, ﾑ. ﾈﾆﾌﾀ"|
2521|"048708000"|"ﾐﾊﾖ ﾏﾅﾗﾎﾐﾀ, ﾃ. ﾏﾅﾗﾎﾐﾀ"|
2522|"048709000"|"ﾐﾊﾖ ﾒﾐﾎﾈﾖﾊﾎ-ﾏﾅﾗﾎﾐﾑﾊ, ﾏﾃﾒ. ﾒﾐﾎﾈﾖﾊﾎ-ﾏﾅﾗﾎﾐﾑﾊ"|
2523|"048710000"|"ﾐﾊﾖ ﾈﾍﾒﾀ, ﾃ. ﾈﾍﾒﾀ"|
2524|"048713000"|"ﾐﾊﾖ ﾎﾁﾚﾟﾗﾅﾂﾎ, ﾑ. ﾎﾁﾚﾟﾗﾅﾂﾎ"|
2525|"048715000"|"ﾐﾊﾖ ﾂﾓﾊﾒﾛﾋ, ﾃ. ﾂﾓﾊﾒﾛﾋ"|
2526|"048717000"|"ﾐﾊﾖ ﾓﾕﾒﾀ, ﾃ. ﾓﾕﾒﾀ"|
2527|"048717730"|"ﾓﾕﾒﾀﾁﾀﾍﾊ"", ﾃ. ﾓﾕﾒﾀ"""|"30101810000000000730"
2528|"048717733"|"ﾃﾅﾎﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾓﾕﾒﾀ"""|"30101810900000000733"
2529|"048717779"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ"" (ﾇﾀﾎ) ﾂ ﾃ. ﾓﾕﾒﾅ, ﾃ. ﾓﾕﾒﾀ"""|"30101810100000000779"
2530|"048717785"|"ﾑﾅﾂﾅﾐﾍﾛﾉ ﾍﾀﾐﾎﾄﾍﾛﾉ ﾁﾀﾍﾊ""ﾎﾀﾎ ﾃ.ﾓﾕﾒﾀ, ﾃ. ﾓﾕﾒﾀ"""|"30101810000000000785"
2531|"048718000"|"ﾐﾊﾖ ﾂﾎﾐﾊﾓﾒﾀ, ﾃ. ﾂﾎﾐﾊﾓﾒﾀ"|
2532|"048718776"|"ﾂﾎﾐﾊﾓﾒﾀ"" ﾇﾀﾎ, ﾃ. ﾂﾎﾐﾊﾓﾒﾀ"""|"30101810100000000776"
2533|"048719000"|"ﾐﾊﾖ ﾊﾎﾐﾒﾊﾅﾐﾎﾑ, ﾑ. ﾊﾎﾐﾒﾊﾅﾐﾎﾑ"|
