"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
2═472	"048405713"	"щк аюмй"", ц. цнпмн-юкрюияй"""	"30101810600000000713"	
2═473	"048404000"	"пйж ьеаюкхмн, я. ьеаюкхмн"	""	
2═474	"048405001"	"цпйж ма пеяо. юкрюи аюмйю пняяхх, ц. цнпмн-юкрюияй"	""	
2═475	"048405718"	"мннятепю"" (гюн), ц. цнпмн-юкрюияй"""	"30101810100000000718"	
2═476	"048405731"	"юкрюищмепцнаюмй"", ц. цнпмн-юкрюияй"""	"30101810200000000731"	
2═477	"048405786"	"яхахпяйхи щмепцерхвеяйхи аюмй"" (гюн), ц. цнпмн-юкрюияй"""	"30101810200000000786"	
2═478	"048407000"	"пйж йнь-юцюв, я. йнь-юцюв"	""	
2═479	"048408000"	"пйж нмцсдюи, я. нмцсдюи"	""	
2═480	"048409000"	"пйж рспювюй, я. рспювюй"	""	
2═481	"048415000"	"пйж люилю, я. люилю"	""	
2═482	"048405712"	"люилю"", ц. цнпмн-юкрюияй"""	"30101810300000000712"	
2═483	"048580001"	"цпйж ма пеяо. йюклшйхъ аюмйю пняяхх, ц. щкхярю"	""	
2═484	"048580724"	"йпедхраюмй"", ц. щкхярю"""	"30101810900000000724"	
2═485	"048580744"	"юоюаюмй"" щкхярхмяйхи, ц. щкхярю"""	"30101810100000000744"	
2═486	"048580746"	"мюжхнмюкэмши йкхпхмцнбши аюмй"" (ннн), ц. щкхярю"""	"30101810700000000746"	
2═487	"048580750"	"уюкэлц рец"", ц. щкхярю"""	"30101810000000000750"	
2═488	"048601000"	"пйж ледбефэецнпяй, ц. ледбефэецнпяй"	""	
2═489	"048602001"	"цпйж ма пеяо. йюпекхъ аюмйю пняяхх, ц. оерпнгюбндяй"	""	
2═490	"048602673"	"йюпекэяйне няа N8628, ц. оерпнгюбндяй"	"30101810600000000673"	
2═491	"048602721"	"бнгпнфдемхе""(нюн), ц. оерпнгюбндяй"""	"30101810400000000721"	
2═492	"048602740"	"бхйхмц"" ц.оерпнгюбндяй, ц. оерпнгюбндяй"""	"30101810300000000740"	
2═493	"048602746"	"нмецн"", ц. оерпнгюбндяй"""	"30101810100000000746"	
2═494	"048602752"	"аюкрхияйхи аюмй"", ц. оерпнгюбндяй"""	"30101810000000000752"	
2═495	"048603000"	"пйж охрйъпюмрю, ц. охрйъпюмрю"	""	
2═496	"048604000"	"пйж опъфю, оцр. опъфю"	""	
2═497	"048605000"	"пйж осднф, ц. осднф"	""	
2═498	"048606000"	"пйж янпрюбюкю, ц. янпрюбюкю"	""	
2═499	"048608000"	"пйж яснъпбх, ц. яснъпбх"	""	
2═500	"048616000"	"пйж яецефю, ц. яецефю"	""	
2═501	"048617000"	"пйж аекнлнпяй, ц. аекнлнпяй"	""	
2═502	"048623000"	"пйж лсегепяйхи, оцр. лсегепяйхи"	""	
2═503	"048624000"	"пйж йелэ, ц. йелэ"	""	
2═504	"048631000"	"пйж нкнмеж, ц. нкнмеж"	""	
2═505	"048642000"	"пйж йнмднонцю, ц. йнмднонцю"	""	
2═506	"048668000"	"пйж йнярнлсйью, ц. йнярнлсйью"	""	
2═507	"048671000"	"пйж кнсух, оцр. кнсух"	""	
2═508	"048672002"	"ос аюмйю пняяхх кеямне, ц. оерпнгюбндяй"	""	
2═509	"048701000"	"пйж сярэ-йскнл, я. сярэ-йскнл"	""	
2═510	"048702001"	"цпйж ма пеяо. йнлх аюмйю пняяхх, ц. яшйршбйюп"	""	
2═511	"048702640"	"йнлх няа N 8617, ц. яшйршбйюп"	"30101810400000000640"	
2═512	"048702748"	"йнлхянжаюмй"", ц. яшйршбйюп"""	"30101810700000000748"	
2═513	"048702752"	"аюмй яаепефемхи х пюгбхрхъ"", ц. яшйршбйюп"""	"30101810000000000752"	
2═514	"048702780"	"лапп"" (нюн), ц. яшйршбйюп"""	"30101810700000000780"	
2═515	"048702781"	"яебепмши мюпндмши аюмй"" (нюн), ц. яшйршбйюп"""	"30101810000000000781"	
2═516	"048702791"	"лох-аюмй"" (гюн), ц. яшйршбйюп"""	"30101810100000000791"	
2═517	"048703000"	"пйж сярэ-жхкэлю, я. сярэ-жхкэлю"	""	
2═518	"048704000"	"пйж бхгхмцю, я. бхгхмцю"	""	
2═519	"048706000"	"пйж елбю, ц. елбю"	""	
2═520	"048707000"	"пйж хфлю, я. хфлю"	""	
2═521	"048708000"	"пйж оевнпю, ц. оевнпю"	""	
2═522	"048709000"	"пйж рпнхжйн-оевнпяй, оцр. рпнхжйн-оевнпяй"	""	
2═523	"048710000"	"пйж хмрю, ц. хмрю"	""	
2═524	"048713000"	"пйж назъвебн, я. назъвебн"	""	
2═525	"048715000"	"пйж бсйршк, ц. бсйршк"	""	
2═526	"048717000"	"пйж сурю, ц. сурю"	""	
2═527	"048717730"	"сурюаюмй"", ц. сурю"""	"30101810000000000730"	
2═528	"048717733"	"ценаюмй"" (ннн), ц. сурю"""	"30101810900000000733"	
2═529	"048717779"	"цюгопнлаюмй"" (гюн) б ц. суре, ц. сурю"""	"30101810100000000779"	
2═530	"048717785"	"яебепмши мюпндмши аюмй""нюн ц.сурю, ц. сурю"""	"30101810000000000785"	
2═531	"048718000"	"пйж бнпйсрю, ц. бнпйсрю"	""	
2═532	"048718776"	"бнпйсрю"" гюн, ц. бнпйсрю"""	"30101810100000000776"	
2═533	"048719000"	"пйж йнпрйепня, я. йнпрйепня"	""	
2═534	"048723000"	"пйж сяхмяй, ц. сяхмяй"	""	
2═535	"048723742"	"аюмй яаепефемхи х пюгбхрхъ""сяхмяй., ц. сяхмяй"""	"30101810400000000742"	
2═536	"048723761"	"сурюаюмй"" б ц.сяхмяй, ц. сяхмяй"""	"30101810300000000761"	
2═537	"048726000"	"пйж юийхмн, я. юийхмн"	""	
2═538	"048850000"	"пйж оюпюмэцю, оцр. оюпюмэцю"	""	
2═539	"048851000"	"пйж йнгэлнделэъмяй, ц. йнгэлнделэъмяй"	""	
2═540	"048853000"	"пйж бнкфяй, ц. бнкфяй"	""	
2═541	"048854000"	"пйж гбемхцнбн, ц. гбемхцнбн"	""	
2═542	"048855000"	"пйж мнбши-рнпэък, оцр. мнбши-рнпэък"	""	
2═543	"048856000"	"пйж йхкелюпш, оцр. йхкелюпш"	""	
2═544	"048857000"	"пйж йсфемеп, оцр. йсфемеп"	""	
2═545	"048858000"	"пйж люпх-рспей, оцр. люпх-рспей"	""	
2═546	"048859000"	"пйж нпьюмйю, оцр. нпьюмйю"	""	
2═547	"048860001"	"цпйж ма пеяо. люпхи щк аюмйю пняяхх, ц. иньйюп-нкю"	""	
2═548	"048860630"	"няа люпхи щк N 8614, ц. иньйюп-нкю"	"30101810300000000630"	
2═549	"048860874"	"ябъгэ-аюмй"", ц. иньйюп-нкю"""	"30101810700000000874"	
2═550	"048860889"	"иньйюп-нкю"", ц. иньйюп-нкю"""	"30101810300000000889"	
2═551	"048862000"	"пйж лнпйх, оцр. лнпйх"	""	
2═552	"048863000"	"пйж яепмсп, оцр. яепмсп"	""	
2═553	"048864000"	"пйж янберяйхи, оцр. янберяйхи"	""	
2═554	"048865000"	"пйж чпхмн, оцр. чпхмн"	""	
2═555	"048880002"	"ос аюмйю пняяхх йпюямнцбюпдеияйне, ц. иньйюп-нкю 45"	""	
2═556	"048952001"	"цпйж ма пеяо. лнпднбхъ аюмйю пняяхх, ц. яюпюмяй"	""	
2═557	"048952615"	"лнпднбяйне няа N 8589, ц. яюпюмяй"	"30101810100000000615"	
2═558	"048952729"	"лояа"", ц. яюпюмяй"""	"30101810300000000729"	
2═559	"048952745"	"лнпднбянжаюмй"", ц. яюпюмяй"""	"30101810300000000745"	
2═560	"048952749"	"йя аюмй"" (нюн), ц. яюпюмяй"""	"30101810500000000749"	
2═561	"048952752"	"юйрхб аюмй"", ц. яюпюмяй"""	"30101810500000000752"	
2═562	"048952754"	"бнгпнфдемхе"" (нюн), ц. яюпюмяй"""	"30101810100000000754"	
2═563	"048956000"	"пйж гсанбю онкъмю, ц. гсанбю онкъмю"	""	
2═564	"048957000"	"пйж йнбшкйхмн, ц. йнбшкйхмн"	""	
2═565	"048959000"	"пйж юпдюрнб, ц. юпдюрнб"	""	
2═566	"048960000"	"пйж рнпаеебн, ц. рнпаеебн"	""	
2═567	"048961000"	"пйж вюлгхмйю, ц. вюлгхмйю"	""	
2═568	"048964000"	"пйж юръьебн, ц. юръьебн"	""	
2═569	"048969000"	"пйж йелкъ, я. йелкъ"	""	
2═570	"048976000"	"пйж йпюямнякнандяй, ц. йпюямнякнандяй"	""	
2═571	"048981000"	"пйж псгюебйю, ц. псгюебйю"	""	
2═572	"048981738"	"псгюебяйхи"", ц. псгюебйю"""	"30101810100000000738"	
2═573	"049002000"	"пйж юкюцхп, ц. юкюцхп"	""	
2═574	"049003000"	"пйж юпднм, ц. юпднм"	""	
2═575	"049011000"	"пйж лнгднй, ц. лнгднй"	""	
2═576	"049033001"	"цпйж ма пеяо. яеб. няерхъ-юкюмхъ аюмйю пняяхх, ц. бкюдхйюбйюг"	""	
2═577	"049033736"	"хпнмаюмй"", ц. бкюдхйюбйюг"""	"30101810800000000736"	
2═578	"049033737"	"ябъгэ-аюмй"", ц. бкюдхйюбйюг"""	"30101810100000000737"	
2═579	"049033745"	"юпр-аюмй"" (ннн), ц. бкюдхйюбйюг"""	"30101810600000000745"	
2═580	"049033746"	"юдюлнм аюмй"", ц. бкюдхйюбйюг"""	"30101810900000000746"	
2═581	"049033748"	"цюлхд"" нюн юйа ""щкэахм"" ц. бкюдхйюбйюг, ц. бкюдхйюбйюг"""	"30101810500000000748"	
2═582	"049033749"	"бкюдхйнлаюмй"", ц. бкюдхйюбйюг"""	"30101810800000000749"	
2═583	"049133001"	"цпйж ма йюпюв.-вепйеяяй. пеяо. аюмйю пняяхх, ц. вепйеяяй"	""	
2═584	"049133812"	"пюгбхрхе"", ц. вепйеяяй"""	"30101810300000000812"	
2═585	"049133816"	"йюбйюг-цекхня"", ц. вепйеяяй"""	"30101810500000000816"	
2═586	"049133825"	"йюбйюгопнлярпниаюмй"", ц. вепйеяяй"""	"30101810300000000825"	
2═587	"049133827"	"янкхдюпмнярэ"", ц. вепйеяяй"""	"30101810900000000827"	
2═588	"049133830"	"юкюмхъ"", я. свйейем"""	"30101810900000000830"	
2═589	"044585527"	"лемедфеп"", ц. лняйбю"""	"30101810500000000527"	
2═590	"049133834"	"кюйлю"", ц. вепйеяяй"""	"30101810100000000834"	
2═591	"049133840"	"ябъгэ-аюмй"", ц. вепйеяяй"""	"30101810000000000840"	
2═592	"049133845"	"рейяаюмй"", ц. вепйеяяй"""	"30101810500000000845"	
2═593	"049202000"	"пйж юкэлерэебяй, ц. юкэлерэебяй"	""	
2═594	"049205919"	"йюпю-юкршм"", ц. йюгюмэ"""	"30101810200000000919"	
2═595	"049202792"	"дебнм-йпедхр""(нюн), ц. юкэлерэебяй"""	"30101810400000000792"	
2═596	"049202817"	"юбрнцпюдаюмй"", ц. юкэлерэебяй"""	"30101810000000000817"	
2═597	"049205001"	"цпйж ма пеяо. рюрюпярюм аюмйю пняяхх, ц. йюгюмэ"	""	
2═598	"049205603"	"аюмй рюрюпярюм"" N8610, ц. йюгюмэ"""	"30101810600000000603"	
2═599	"049205703"	"рюрянжаюмй"", ц. йюгюмэ"""	"30101810500000000703"	
2═600	"049205770"	"щмепцнаюмй""(нюн), ц. йюгюмэ"""	"30101810300000000770"	
2═601	"049205772"	"гюпевэе""(нюн), ц. йюгюмэ"""	"30101810900000000772"	
2═602	"049205774"	"юбепя"", ц. йюгюмэ"""	"30101810500000000774"	
2═603	"049205789"	"аскцюп аюмй"", ц. йюгюмэ"""	"30101810100000000789"	
2═604	"049205798"	"бйюа"", ц. йюгюмэ"""	"30101810900000000798"	
2═605	"049205804"	"хмреуаюмй""ннн, ц. йюгюмэ"""	"30101810700000000804"	
2═606	"049205805"	"юй аюпя"" аюмй, ц. йюгюмэ"""	"30101810000000000805"	
2═607	"049205806"	"аюмй ""йюгюмяйхи"", ц. йюгюмэ"""	"30101810300000000806"	
2═608	"049205815"	"юхйа""рюртнмдаюмй"", ц. йюгюмэ"""	"30101810100000000815"	
2═609	"049205824"	"хдекэаюмй""(гюн), ц. йюгюмэ"""	"30101810900000000824"	
2═610	"049205858"	"яоспр"" (нюн), ц. йюгюмэ"""	"30101810400000000858"	
2═611	"049207000"	"пйж югмюйюебн, ц. югмюйюебн"	""	
2═612	"049207814"	"дебнм-йпедхр""(нюн), ц. югмюйюебн"""	"30101810600000000814"	
2═613	"049209000"	"пйж опхбнкфяйхи, ц. йюгюмэ"	""	
2═614	"049209767"	"рюрхмбеяраюмй"", ц. йюгюмэ"""	"30101810900000000767"	
2═615	"049209778"	"рюрщйнаюмй"", ц. йюгюмэ"""	"30101810300000000778"	
2═616	"049209821"	"хонрейю-хмбеяр"", ц. йюгюмэ"""	"30101810600000000821"	
2═617	"049209864"	"депашьйх""гюн""рюрянжаюмй"", ц. йюгюмэ"""	"30101810900000000864"	
2═618	"049202917"	"йюпю-юкршм"", ц. юкэлерэебяй"""	"30101810900000000917"	
2═619	"049211000"	"пйж асцскэлю, ц. асцскэлю"	""	
2═620	"049211880"	"дебнм-йпедхр""(нюн), ц. асцскэлю"""	"30101810000000000880"	
2═621	"049212000"	"пйж асхмяй, ц. асхмяй"	""	
2═622	"049213000"	"пйж лемдекеебяй, ц. лемдекеебяй"	""	
2═623	"049205708"	"рюрюцпнопнлаюмй"", ц. йюгюмэ"""	"30101810000000000708"	
2═624	"049221000"	"пйж кемхмнцнпяй, ц. кемхмнцнпяй"	""	
2═625	"049221867"	"дебнм-йпедхр""(нюн), ц. кемхмнцнпяй"""	"30101810200000000867"	
2═626	"049229000"	"пйж гюхмяй, ц. гюхмяй"	""	
2═627	"049231000"	"пйж люлюдшь, ц. люлюдшь"	""	
2═628	"049205795"	"бъряйхи йнллепвеяйхи аюмй"", ц. йюгюмэ"""	"30101810000000000795"	
2═629	"049232000"	"пйж рсйюебяйхи, ц. мюаепефмше векмш"	""	
2═630	"049232857"	"йюлйнлаюмй"", ц. екюасцю"""	"30101810300000000857"	
2═631	"049232879"	"дебнм-йпедхр""(нюн), ц. екюасцю"""	"30101810100000000879"	
2═632	"049240000"	"пйж йнлянлнкэяйхи, ц. мюаепефмше векмш"	""	
2═633	"049240748"	"юбрнцпюдаюмй"", ц. мюаепефмше векмш"""	"30101810100000000748"	
2═634	"049240759"	"юбепя"", ц. мюаепефмше векмш"""	"30101810500000000759"	
2═635	"049240785"	"йюлйнлаюмй"", ц. мюаепефмше векмш"""	"30101810600000000785"	
2═636	"049240801"	"йюляйхи цнпхгнмр"", ц. мюаепефмше векмш"""	"30101810500000000801"	
2═637	"049240803"	"юйхаюмй"", ц. мюаепефмше векмш"""	"30101810100000000803"	
2═638	"049241000"	"пйж мспкюр, ц. мспкюр"	""	
2═639	"049241881"	"дебнм-йпедхр""(нюн), ц. мспкюр"""	"30101810200000000881"	
2═640	"049246000"	"пйж мхфмейюляй, ц. мхфмейюляй"	""	
2═641	"049249000"	"пйж вхярнонкэ, ц. вхярнонкэ"	""	
2═642	"049301000"	"пйж рспюм, ц. рспюм"	""	
2═643	"049302000"	"пйж вюдюм, ц. вюдюм"	""	
2═644	"049304001"	"цпйж ма пеяо. ршбю аюмйю пняяхх, ц. йшгшк"	""	
2═645	"049304631"	"йшгшкяйне няа N 8591, ц. йшгшк"	"30101810400000000631"	
2═646	"049304729"	"аюмй рсбюйпедхр"", ц. йшгшк"""	"30101810600000000729"	
2═647	"049304733"	"юпюр"", о. йюю-уел"""	"30101810900000000733"	
2═648	"049304735"	"мюпндмши аюмй пр"", ц. йшгшк"""	"30101810500000000735"	
2═649	"049304737"	"ябъгэ-аюмй"", ц. йшгшк"""	"30101810100000000737"	
2═650	"049307000"	"пйж йшгшк-люфюкшй, о. йшгшк-люфюкшй"	""	
2═651	"049308000"	"пйж яюпшц-яео, я. яюпшц-яео"	""	
2═652	"049313000"	"пйж ьюцнмюп, ц. ьюцнмюп"	""	
2═653	"049401001"	"цпйж ма сдлспряйни пеяо. аюмйю пняяхх, ц. хфебяй"	""	
2═654	"049401601"	"сдлспряйне нрдекемхе N 8618, ц. хфебяй"	"30101810400000000601"	
2═655	"049401814"	"хфкюдюаюмй"", ц. хфебяй"""	"30101810200000000814"	
2═656	"044525810"	"аюмй-цепд"", ц. лняйбю"""	"30101810200000000810"	
2═657	"049401843"	"ебпюгхъ"", ц. хфебяй"""	"30101810200000000843"	
2═658	"049401845"	"я-аюмй"" (гюн), ц. хфебяй"""	"30101810800000000845"	
2═659	"049401846"	"со-аюмй (нюн), ц. хфебяй"	"30101810100000000846"	
2═660	"049401849"	"йнлаюмй"" ""оепбнлюияйхи"", ц. хфебяй"""	"30101810000000000849"	
2═661	"049401853"	"тхкхюк юа цюгопнлаюмй (гюн) б ц.хфебяйе, ц. хфебяй"	"30101810300000000853"	
2═662	"049401863"	"нюн сдлспрхмбеярярпниаюмй, ц. хфебяй"	"30101810400000000863"	
2═663	"049401869"	"спюкэяйхи рпюярнбши аюмй"", ц. хфебяй"""	"30101810200000000869"	
2═664	"049401871"	"хфйнлаюмй"" (нюн), ц. хфебяй"""	"30101810900000000871"	
2═665	"049405000"	"пйж ячлях, я. ячлях"	""	
2═666	"049408000"	"пйж цкюгнб, ц. цкюгнб"	""	
2═667	"049408857"	"хфйнлаюмй"" ц.цкюгнб, ц. цкюгнб"""	"30101810800000000857"	
2═668	"049411000"	"пйж ъп, оцр. ъп"	""	
2═669	"049412000"	"пйж йхгмеп, оцр. йхгмеп"	""	
2═670	"049421000"	"пйж цпюунбн, я. цпюунбн"	""	
2═671	"049426000"	"пйж юкмюьх, я. юкмюьх"	""	
2═672	"049427000"	"пйж яюпюоск, ц. яюпюоск"	""	
2═673	"049427825"	"лнахкаюмй"", ц. яюпюоск"""	"30101810600000000825"	
2═674	"049429000"	"пйж сбю, оцр. сбю"	""	
2═675	"049442000"	"пйж хцпю, оцр. хцпю"	""	
2═676	"049478810"	"сдлспропнлярпниаюмй"", ц. лнфцю"""	"30101810400000000810"	
2═677	"049446000"	"пйж аюкегхмн, оцр. аюкегхмн"	""	
2═678	"049449000"	"пйж бнрйхмяй, ц. бнрйхмяй"	""	
2═679	"049450000"	"пйж йег, оцр. йег"	""	
2═680	"049453000"	"пйж йпюямнцнпяйне, я. йпюямнцнпяйне"	""	
2═681	"049454000"	"пйж яекрш, я. яекрш"	""	
2═682	"049455000"	"пйж бюбнф, я. бюбнф"	""	
2═683	"049457000"	"пйж йюлаюпйю, ц. йюлаюпйю"	""	
2═684	"049458000"	"пйж гюбэъкнбн, я. гюбэъкнбн"	""	
2═685	"049465000"	"пйж люкюъ-оспцю, я. люкюъ-оспцю"	""	
2═686	"049471000"	"пйж йюпюйскхмн, я. йюпюйскхмн"	""	
2═687	"049476000"	"пйж ьюпйюм, я. ьюпйюм"	""	
2═688	"049478000"	"пйж лнфцю, ц. лнфцю"	""	
2═689	"049479000"	"пйж ъйьсп-андэъ, я. ъйьсп-андэъ"	""	
2═690	"049481000"	"пйж чйюлемяйне, я. чйюлемяйне"	""	
2═691	"049502000"	"пйж яюъмнцнпяй, ц. яюъмнцнпяй"	""	
2═692	"049503000"	"пйж юяйхг, я. юяйхг"	""	
2═693	"049509000"	"пйж вепмнцнпяй, ц. вепмнцнпяй"	""	
2═694	"049514001"	"цпйж ма пеяо. уюйюяхъ аюмйю пняяхх, ц. юаюйюм"	""	
2═695	"049514608"	"юаюйюмяйне няа N 8602, ц. юаюйюм"	"30101810500000000608"	
2═696	"049514720"	"ннн йажю"", ц. юаюйюм"""	"30101810200000000720"	
2═697	"049514724"	"йедп"", ц. юаюйюм"""	"30101810400000000724"	
2═698	"049517000"	"пйж юаюгю, ц. юаюгю"	""	
2═699	"049529000"	"пйж ьхпю, оцр. ьхпю"	""	
2═700	"049514745"	"уюйюяяйхи лсмхжхоюкэмши аюмй"", ц. юаюйюм"""	"30101810900000000745"	
2═701	"049700000"	"пйж ьслепкъ, ц. ьслепкъ"	""	
2═702	"049700716"	"ьслепкхмяйхи"" (ннн), ц. ьслепкъ"""	"30101810000000000716"	
2═703	"049703000"	"пйж мнбнвеанйяюпяй, ц. мнбнвеанйяюпяй"	""	
2═704	"049705000"	"пйж йюмюь, ц. йюмюь"	""	
2═705	"049706001"	"цпйж ма всбюьяйни пеяо. аюмйю пняяхх, ц. веанйяюпш"	""	
2═706	"049706609"	"всбюьяйне няа N 8613, ц. веанйяюпш"	"30101810300000000609"	
2═707	"049706725"	"всбюьйпедхропнлаюмй"" нюн, ц. веанйяюпш"""	"30101810200000000725"	
2═708	"049706714"	"тхкхюк нюн юбрнбюгаюмй б ц.веанйяюпш, ц. веанйяюпш"	"30101810800000000714"	
2═709	"049707000"	"пйж йсцеях, оцр. йсцеях"	""	
2═710	"044579721"	"лпа"" (ннн), ц. лняйбю"""	"30101810800000000721"	
2═711	"049708000"	"пйж юкюршпэ, ц. юкюршпэ"	""	
2═712	"049710000"	"пйж ъдпхм, ц. ъдпхм"	""	
2═713	"049710717"	"ъдпхмяйхи"" (ннн), ц. ъдпхм"""	"30101810600000000717"	
2═714	"049706749"	"назедхмеммши аюмй пеяосакхйх"" (ннн), ц. веанйяюпш"""	"30101810600000000749"	
2═715	"049715000"	"пйж жхбхкэяй, ц. жхбхкэяй"	""	
2═716	"049805001"	"цпйж ма пеяо. яюую (ъйсрхъ) аюмйю пняяхх, ц. ъйсряй"	""	
2═717	"049805609"	"тхкхюк N 8603 ъйсряйне нрдекемхе, ц. ъйсряй"	"30101810400000000609"	
2═718	"049805715"	"ябъгэ-аюмй"", ц. ъйсряй"""	"30101810200000000715"	
2═719	"049805721"	"яхп"" (нюн), ц. ъйсряй"""	"30101810100000000721"	
2═720	"049805770"	"юклюгщпцхщмаюмй"" нюн, ц. ъйсряй"""	"30101810300000000770"	
2═721	"049809000"	"пйж юлцю, я. юлцю"	""	
2═722	"049813000"	"пйж анпнцнмжш, я. анпнцнмжш"	""	
2═723	"049815000"	"пйж бепумебхкчияй, я. бепумебхкчияй"	""	
2═724	"049815793"	"юклюгщпцхщмаюмй""нюн, я. бепумебхкчияй"""	"30101810700000000793"	
2═725	"049816000"	"пйж люиъ, я. люиъ"	""	
2═726	"049816742"	"люихмяйхи"" (ннн), я. люиъ"""	"30101810800000000742"	
2═727	"049817000"	"пйж бхкчияй, ц. бхкчияй"	""	
2═728	"049820000"	"пйж кемяй, ц. кемяй"	""	
2═729	"049820701"	"люй-аюмй""(ннн) б ц.кемяйе (пя(ъ), ц. кемяй"""	"30101810000000000701"	
2═730	"049821000"	"пйж мюлжш, я. мюлжш"	""	
2═731	"049822000"	"пйж мчпаю, ц. мчпаю"	""	
2═732	"049822702"	"яхп"" (нюн), ц. мчпаю"""	"30101810100000000702"	
2═733	"049823000"	"пйж нкейлхмяй, ц. нкейлхмяй"	""	
2═734	"049826000"	"пйж онйпнбяй, ц. онйпнбяй"	""	
2═735	"049827000"	"пйж яюмцюп, о. яюмцюп"	""	
2═736	"049828000"	"пйж шршй-йчекэ, я. шршй-йчекэ"	""	
2═737	"049805709"	"рююррю"" гюн, ц. ъйсряй"""	"30101810300000000709"	
2═738	"049829000"	"пйж рхйях, о. рхйях"	""	
2═739	"049835000"	"пйж вспюовю, я. вспюовю"	""	
2═740	"049848000"	"пйж аюрюцюи, о. аюрюцюи"	""	
2═741	"049849000"	"пйж мепчмцпх, ц. мепчмцпх"	""	
2═742	"049849762"	"мепчмцпхаюмй"" (ннн), ц. мепчмцпх"""	"30101810600000000762"	
2═743	"049853000"	"пйж юкдюм, ц. юкдюм"	""	
2═744	"049853734"	"яхп"" (нюн), ц. юкдюм"""	"30101810800000000734"	
2═745	"049853792"	"юкдюмгнкнрнаюмй"" гюн, ц. юкдюм"""	"30101810800000000792"	
2═746	"049857000"	"пйж уюмдшцю, о. уюмдшцю"	""	
2═747	"049858000"	"пйж вепяйхи, о. вепяйхи"	""	
2═748	"049859000"	"пйж аепдхцеяръу, я. аепдхцеяръу"	""	
2═749	"049867000"	"пйж деосрюряйхи, о. деосрюряйхи"	""	
2═750	"049875000"	"пйж гшпъмйю, о. гшпъмйю"	""	
2═751	"049876000"	"пйж сярэ-мепю, о. сярэ-мепю"	""	
2═752	"049879000"	"пйж лхпмши, ц. лхпмши"	""	
2═753	"044552514"	"люй-аюмй"" (ннн), ц. лняйбю"""	"30101810900000000514"	
2═754	"049921002"	"ос аюмйю пняяхх цпюмхрмне, ц. ахпнахдфюм"	""	
2═755	"049923001"	"цпйж цс аюмйю пняяхх он ебпеияйни юн, ц. ахпнахдфюм"	""	
2═756	"049923613"	"ахпнахдфюмяйне нрдекемхе N 4157, ц. ахпнахдфюм"	"30101810500000000613"	
2═757	"049923703"	"пецхнаюмй"" ахпнахдфюмяйхи, ц. ахпнахдфюм"""	"30101810300000000703"	
2═758	"049923714"	"ябъгэ-аюмй"", ц. ахпнахдфюм"""	"30101810700000000714"	
2═759	"049926000"	"пйж наксвэе, ц. наксвэе"	""	
2═760	"049927000"	"пйж ялхднбхв, оцр. ялхднбхв"	""	
2═761	"046375812"	"мюпюраюмй"" б ц.щмцекэяе, ц. щмцекэя"""	"30101810300000000812"	
2═762	"042419747"	"реийнбяйхи тхкхюк""хбюмнбяй.нак.а-йю-ннн, ц. реийнбн"""	"30101810000000000747"	
2═763	"048602765"	"оерпнгюбндяйхи"" нюн ""ояа"", ц. оерпнгюбндяй"""	"30101810000000000765"	
2═764	"042908701"	"цюгщмепцнаюмй"", ц. йюксцю"""	"30101810600000000701"	
2═765	"044583119"	"опнлябъгэаюмй"" (гюн), ц. лняйбю"""	"30101810600000000119"	
2═766	"041913783"	"яебепцюгаюмй"", ц. цпъгнбеж"""	"30101810800000000783"	
2═767	"042514768"	"бняряхарпюмяйнлаюмй"", ц. сярэ-йср"""	"30101810000000000768"	
2═768	"044585333"	"ухлщйяхлаюмй"", ц. лняйбю"""	"30101810600000000333"	
2═769	"044583259"	"пмха"", ц. лняйбю"""	"30101810900000000259"	
2═770	"044525266"	"пняяхияйхи йюохрюк"", ц. лняйбю"""	"30101810100000000266"	
2═771	"042007776"	"бнпнмефяйхи"" юйа ""лняярпнищйнмнлаюмй"", ц. бнпнмеф"""	"30101810900000000776"	
2═772	"047501922"	"кетйн-аюмй"", ц. векъахмяй"""	"30101810600000000922"	
2═773	"044579283"	"нюн лоа, ц. лняйбю"	"30101810500000000283"	
2═774	"044579212"	"рпюмяхмбеяраюмй"" (ннн), ц. лняйбю"""	"30101810500000000212"	
2═775	"040155704"	"гепмнаюмй"", ц. псажнбяй"""	"30101810300000000704"	
2═776	"044650274"	"днл-аюмй"", ц. днлндеднбн"""	"30101810000000000274"	
2═777	"047891766"	"яебепцюгаюмй"", ц. сцкхв"""	"30101810100000000766"	
2═778	"044583267"	"хмбеяррнпцаюмй"" (гюн), ц. лняйбю"""	"30101810400000000267"	
2═779	"044579176"	"яебепмши мюпндмши аюмй""(нюн) б ц.лняйбю, ц. лняйбю"""	"30101810400000000176"	
2═780	"044579177"	"лефдсмюпндмши пюявермши аюмй"", ц. лняйбю"""	"30101810700000000177"	
2═781	"044579587"	"гнкняраюмй"", ц. лняйбю"""	"30101810400000000587"	
2═782	"044585335"	"дхюлнмд-аюмй"", ц. лняйбю"""	"30101810200000000335"	
2═783	"046013962"	"днмукеааюмй"", ц. рюцюмпнц"""	"30101810100000000962"	
2═784	"044030731"	"нцмх лняйбш"" ""нцмх оерепаспцю"", ц. яюмйр-оерепаспц"""	"30101810600000000731"	
2═785	"041708754"	"щрюкнмаюмй"", ц. бкюдхлхп"""	"30101810000000000754"	
